"Публикация ""Природные науки"" Коперника";" Publication of ""Natural Sciences"" by Copernicus";01.01.1543;событие;event
Изобретение первой модели электронной лампы;Invention of the First Electronic Valve Model;01.01.1904;событие;event
Открытие атомной структуры материи;Discovery of Atomic Structure;01.01.1913;событие;event
Изобретение первой фотографии;Invention of the First Photograph;01.01.1826;событие;event
Создание первого радиопередатчика;Creation of the First Radio Transmitter;01.01.1895;событие;event
Открытие структуры ДНК;Discovery of the Structure of DNA;28.02.1953;событие;event
Создание первой модели радиопередатчика;Creation of the First Radio Transmitter Model;01.01.1895;событие;event
Открытие радиоволн;Discovery of Radio Waves;01.01.1888;событие;event
Изобретение первой модели фотокамеры;Invention of the First Camera Model;19.08.1839;событие;event
Создание первой модели атомного реактора;Creation of the First Nuclear Reactor Model;01.01.1942;событие;event
Создание первого атомного реактора;Creation of the First Nuclear Reactor;01.01.1942;событие;event
Создание первой модели фотокамеры;Creation of the First Camera Model;19.08.1839;событие;event
Создание первой модели вычислительной машины;Creation of the First Computing Machine Model;01.01.1822;событие;event
Открытие закона гравитации;Discovery of the Law of Gravity;15.08.1687;событие;event
Введение системы двоичных чисел;Introduction of Binary System;08.03.1801;событие;event
Создание первого паровоза;Creation of the First Locomotive;21.02.1804;событие;event
Первая демонстрация электромагнитной индукции;First Demonstration of Electromagnetic Induction;29.08.1831;событие;event
"Публикация ""Критика чистого разума""";" Publication of ""Critique of Pure Reason""";01.01.1781;событие;event
Первая публичная демонстрация фотографической камеры;First Public Demonstration of a Photographic Camera;19.08.1839;событие;event
"Публикация ""Происхождения видов""";" Publication of ""On the Origin of Species""";01.11.1859;событие;event
Изобретение первого вакуумного насоса;Invention of the First Vacuum Pump;01.01.1650;событие;event
Первые эксперименты с рентгеновскими лучами;First Experiments with X-rays;08.11.1895;событие;event
Создание первого аэростата;Creation of the First Balloon;04.06.1783;событие;event
Изобретение первого телескопа;Invention of the First Telescope;01.01.1609;событие;event
Первое применение радио для связи;First Use of Radio for Communication;07.05.1897;событие;event
Создание первого электромагнитного двигателя;Creation of the First Electromagnetic Motor;01.01.1821;событие;event
Запуск первого искусственного спутника;Launch of the First Artificial Satellite;04.10.1957;событие;event
Изобретение первой лампы дневного света;Invention of the First Fluorescent Lamp;01.01.1938;событие;event
"Публикация ""Достижения и поражения""";" Publication of ""Achievements and Defeats""";01.01.1946;событие;event
Первая публикация о кибернетике;First Publication on Cybernetics;01.01.1948;событие;event
Первая успешная трансплантация легкого;First Successful Lung Transplant;05.06.1963;событие;event
Изобретение первого рентгеновского аппарата;Invention of the First X-ray Machine;01.01.1895;событие;event
Создание первой модели гиперболического реактора;Creation of the First Hyperbolic Reactor Model;01.01.1942;событие;event
Открытие принципов радиоактивности;Discovery of the Principles of Radioactivity;01.01.1896;событие;event
Запуск первого атомного реактора;Launch of the First Nuclear Reactor;01.01.1942;событие;event
Изобретение первой модели вакуумного насоса;Invention of the First Vacuum Pump Model;01.01.1650;событие;event
Создание первой модели термоядерного реактора;Creation of the First Thermonuclear Reactor Model;01.01.1954;событие;event
Первое применение электронного микроскопа;First Use of the Electron Microscope;01.01.1931;событие;event
"Публикация ""Теории относительности""";" Publication of ""Theory of Relativity""";01.01.1915;событие;event
Создание первого радиотелескопа;Creation of the First Radio Telescope;01.01.1931;событие;event
Изобретение первой модели спичек;Invention of the First Match Model;07.02.1827;событие;event
Изобретение первой модели паровоза;Invention of the First Locomotive Model;01.01.1804;событие;event
Создание первой модели электромагнитного двигателя;Creation of the First Electromagnetic Motor Model;01.01.1821;событие;event
Изобретение первого радиотелескопа;Invention of the First Radio Telescope;01.01.1931;событие;event
Создание первой модели электрического трамвая;Creation of the First Electric Tram Model;01.01.1881;событие;event
Изобретение первой модели вычислительной машины;Invention of the First Computing Machine Model;01.01.1822;событие;event
Изобретение первой модели термоядерного реактора;Invention of the First Thermonuclear Reactor Model;01.01.1954;событие;event
Изобретение первой модели лампы дневного света;Invention of the First Fluorescent Lamp Model;01.01.1938;событие;event
Изобретение первой модели лампы накаливания;Invention of the First Incandescent Lamp Model;01.01.1879;событие;event
Начало правления Елизаветы I в Англии;Elizabeth I Begins Reign in England;15.01.1558;событие;event
Космический полет Юрия Гагарина;Yuri Gagarin's Spaceflight;12.04.1961;событие;event
Введение первой формы международной олимпийской гимнастики;Introduction of the First International Gymnastics Form;04.07.1896;событие;event
Основной договор о Севере Новой Англии;Treaty of the North of New England;22.08.1671;событие;event
Открытие Капитаном Джеймсом Кука Австралии;Captain James Cook Discovers Australia;19.04.1770;событие;event
Первое успешное испытание атомной бомбы;First Successful Atomic Bomb Test;16.07.1945;событие;event
Подписание Парижского мира;Treaty of Paris Signed;03.09.1783;событие;event
Открытие Великого Барьерного рифа;Discovery of the Great Barrier Reef;11.06.1770;событие;event
Создание ФБР в США;Creation of the FBI in the USA;26.07.1935;событие;event
Принятие Конституции США;Adoption of the US Constitution;17.09.1787;событие;event
Провозглашение независимости Бразилии;Declaration of Independence of Brazil;07.09.1822;событие;event
Изобретение первой подводной лодки;Invention of the First Submarine;01.01.1620;событие;event
Запуск первого комбайна для сельского хозяйства;Launch of the First Agricultural Combine;01.06.1834;событие;event
Первая вакцинальная кампания против оспы;First Smallpox Vaccination Campaign;01.05.1796;событие;event
Основание Мексиканской республики;Foundation of the Mexican Republic;27.09.1821;событие;event
Провозглашение независимости Гренады;Declaration of Independence of Grenada;07.02.1974;событие;event
Основной договор о Юго-Восточной Азии;Treaty of Southeast Asia;08.03.1954;событие;event
Создание первой модели телефонного аппарата;Creation of the First Telephone Model;10.03.1876;событие;event
Принятие Закона о гражданских правах в США;Passage of the Civil Rights Act in the USA;02.07.1964;событие;event
Основание Национального парка Йеллоустоун;Establishment of Yellowstone National Park;01.03.1872;событие;event
Открытие Аляски Россом Брюером;Discovery of Alaska by Rossom Brewer;18.08.1732;событие;event
Введение первой формы международного законодательства;Introduction of the First International Legislation Form;15.09.1864;событие;event
Провозглашение независимости Исландии;Declaration of Independence of Iceland;17.06.1944;событие;event
Провозглашение независимости Новой Зеландии;Declaration of Independence of New Zealand;28.09.1835;событие;event
Начало первого трансатлантического авиаперелета;First Transatlantic Air Flight Begins;08.06.1927;событие;event
Создание первой модели самолета;Creation of the First Airplane Model;17.12.1903;событие;event
Изобретение первой модели электрического холодильника;Invention of the First Electric Refrigerator Model;01.01.1913;событие;event
Введение первых международных почтовых марок;Introduction of the First International Postage Stamps;01.01.1840;событие;event
Создание первой модели двигателей внутреннего сгорания;Creation of the First Internal Combustion Engine Model;01.01.1876;событие;event
Первое применение антибиотиков в медицине;First Use of Antibiotics in Medicine;01.01.1928;событие;event
Провозглашение независимости Ливана;Declaration of Independence of Lebanon;22.11.1943;событие;event
Изобретение первой модели граммофона;Invention of the First Phonograph Model;12.11.1877;событие;event
Основание Всемирной Организации Здравоохранения;Foundation of the World Health Organization;07.04.1948;событие;event
Запуск первого искусственного спутника Луны;Launch of the First Artificial Moon Satellite;04.10.1957;событие;event
Изобретение первого электрического трамвая;Invention of the First Electric Tram;01.01.1881;событие;event
Введение первого международного кодекса валют;Introduction of the First International Currency Code;01.01.1890;событие;event
Открытие второго термоядерного реактора;Opening of the Second Fusion Reactor;15.08.1958;событие;event
Создание первой модели телевидения;Creation of the First Television Model;01.01.1927;событие;event
Запуск первого коммерческого космического полета;Launch of the First Commercial Spaceflight;01.01.1973;событие;event
Открытие первой модели самолета;Invention of the First Airplane Model;17.12.1903;событие;event
Первое успешное испытание ракетного двигателя;First Successful Rocket Engine Test;16.03.1926;событие;event
Провозглашение независимости Мальты;Declaration of Independence of Malta;21.09.1964;событие;event
Создание первой модели автомобилей;Creation of the First Car Model;01.01.1885;событие;event
Создание первой модели радиоприемника;Creation of the First Radio Receiver Model;01.01.1910;событие;event
Запуск первой модели космического корабля;Launch of the First Spacecraft Model;12.04.1961;событие;event
Открытие первого атомного реактора;Discovery of the First Atomic Reactor;02.12.1942;событие;event
Первое применение радиации в медицине;First Use of Radiation in Medicine;01.01.1896;событие;event
Провозглашение независимости Вьетнама;Declaration of Independence of Vietnam;02.09.1945;событие;event
Создание первой модели калькулятора;Creation of the First Calculator Model;01.01.1822;событие;event
Провозглашение независимости Португалии;Declaration of Independence of Portugal;05.10.1910;событие;event
Изобретение первой модели холодильника;Invention of the First Refrigerator Model;01.01.1913;событие;event
Провозглашение независимости Таиланда;Declaration of Independence of Thailand;24.06.1932;событие;event
Создание первой модели лазера;Creation of the First Laser Model;01.01.1960;событие;event
Провозглашение независимости Лаоса;Declaration of Independence of Laos;19.07.1949;событие;event
Создание первой модели электронной книги;Creation of the First E-Book Model;01.01.1971;событие;event
Изобретение первой модели светильника;Invention of the First Light Fixture Model;01.01.1859;событие;event
Провозглашение независимости Иордании;Declaration of Independence of Jordan;25.05.1946;событие;event
Создание первой модели компьютера;Creation of the First Computer Model;01.01.1946;событие;event
Запуск первого атомного подводного лодка;Launch of the First Nuclear Submarine;21.12.1954;событие;event
Изобретение первой модели фотоаппарата;Invention of the First Camera Model;19.08.1839;событие;event
Создание первой модели космического корабля;Creation of the First Spacecraft Model;01.01.1961;событие;event
Изобретение первой модели радио;Invention of the First Radio Model;01.01.1895;событие;event
Провозглашение независимости Мавритании;Declaration of Independence of Mauritania;28.11.1960;событие;event
Создание первой модели электровоза;Creation of the First Electric Locomotive Model;01.01.1879;событие;event
Изобретение первой модели стереоскопа;Invention of the First Stereoscope Model;01.01.1838;событие;event
Создание первой модели поезда;Creation of the First Train Model;01.01.1804;событие;event
Изобретение первой модели ракетного двигателя;Invention of the First Rocket Engine Model;01.01.1926;событие;event
Создание первой модели фотографии;Creation of the First Photography Model;19.08.1839;событие;event
Провозглашение независимости Ливии;Declaration of Independence of Libya;24.12.1951;событие;event
Изобретение первой модели двигателя внутреннего сгорания;Invention of the First Internal Combustion Engine Model;01.01.1876;событие;event
Создание первой модели электронного микроскопа;Creation of the First Electron Microscope Model;01.01.1931;событие;event
Изобретение первой модели калькулятора;Invention of the First Calculator Model;01.01.1822;событие;event
Запуск первого космического аппарата;Launch of the First Spacecraft;01.01.1958;событие;event
Создание первой модели электроника;Creation of the First Electronics Model;01.01.1952;событие;event
Изобретение первой модели компьютера;Invention of the First Computer Model;01.01.1946;событие;event
Создание первой модели космического зонда;Creation of the First Space Probe Model;01.01.1958;событие;event
Изобретение первой модели электроники;Invention of the First Electronics Model;01.01.1952;событие;event
Провозглашение независимости Того;Declaration of Independence of Togo;27.04.1960;событие;event
Изобретение первой модели электронной книги;Invention of the First E-Book Model;01.01.1971;событие;event
Создание первой модели лампы накаливания;Creation of the First Incandescent Lamp Model;01.01.1879;событие;event
Создание первой модели космической станции;Creation of the First Space Station Model;01.01.1971;событие;event
Изобретение первой модели электрического поезда;Invention of the First Electric Train Model;01.01.1879;событие;event
Изобретение первой модели телевизора;Invention of the First Television Model;01.01.1927;событие;event
Изобретение первой модели радиоприемника;Invention of the First Radio Receiver Model;01.01.1910;событие;event
Изобретение первой модели электромобиля;Invention of the First Electric Car Model;01.01.1828;событие;event
Создание первой модели космического аппарата;Creation of the First Spacecraft Model;01.01.1958;событие;event
Изобретение первой модели фотокамеры;Invention of the First Photocamera Model;19.08.1839;событие;event
Изобретение первой модели фотографии;Invention of the First Photography Model;19.08.1839;событие;event
Создание первой модели фотокамеры;Creation of the First Photocamera Model;19.08.1839;событие;event
Первое появление книги на английском языке;First Appearance of a Book in English;23.03.1567;событие;event
Появление первой газеты в Англии;Publication of the First Newspaper in England;02.11.1620;событие;event
Основание Нью-Йорка (тогда Новый Амстердам);Founding of New York (then New Amsterdam);21.09.1625;событие;event
Появление первой работы по аналитической геометрии;First Work on Analytic Geometry;01.01.1637;событие;event
Секретный договор о союзе между Францией и Нидерландами;Secret Alliance Treaty between France and the Netherlands;07.03.1678;событие;event
"Утверждение первого издания ""Медного всадника""";" Publication of the First Edition of ""The Bronze Horseman""";18.06.1770;событие;event
Введение первого закона о праве на землю в США;Enactment of the First Land Rights Law in the USA;20.05.1785;событие;event
Появление первой математической модели движения небесных тел;First Mathematical Model of Celestial Motion;03.12.1656;событие;event
Создание первого математического калькулятора;Invention of the First Mathematical Calculator;01.01.1670;событие;event
Публикация первого трактата по механике в Европе;Publication of the First Treatise on Mechanics in Europe;15.05.1727;событие;event
Появление первой химической таблицы элементов;Publication of the First Chemical Elements Table;01.01.1869;событие;event
Создание первой модели парового двигателя;Creation of the First Steam Engine Model;01.01.1712;событие;event
Первое использование атомной энергии для мирных целей;First Use of Nuclear Energy for Peaceful Purposes;01.01.1954;событие;event
Открытие первого атомного реактора;Discovery of the First Nuclear Reactor;02.12.1942;событие;event
"Публикация ""Происхождение видов"" Чарльза Дарвина";" Publication of ""On the Origin of Species"" by Charles Darwin";24.11.1859;событие;event
Первые эксперименты по генетике;First Genetics Experiments;01.01.1900;событие;event
Создание первого оптического телескопа;Invention of the First Optical Telescope;01.01.1608;событие;event
Разработка первого типа системной программы для компьютеров;Development of the First Operating System Software;01.01.1956;событие;event
Основание первой астрономической обсерватории;Establishment of the First Astronomical Observatory;12.10.1675;событие;event
Создание первой модели атомной бомбы;Creation of the First Atomic Bomb Model;16.07.1945;событие;event
Первое успешное использование рентгеновских лучей;First Successful Use of X-rays;08.11.1895;событие;event
Изобретение первого радиопередатчика;Invention of the First Radio Transmitter;05.12.1901;событие;event
Первый полет над Атлантическим океаном;First Flight Across the Atlantic Ocean;21.05.1927;событие;event
Открытие первого в мире музея;Opening of the First Museum in the World;01.01.1683;событие;event
Создание первой модели машины для писем;Invention of the First Typewriter;01.01.1868;событие;event
Появление первого образца электрической лампы;Invention of the First Electric Lamp Model;21.10.1879;событие;event
Публикация первого научного труда о фотографии;Publication of the First Scientific Work on Photography;09.08.1839;событие;event
Создание первой модели телефона;Creation of the First Telephone Model;04.03.1876;событие;event
Первые попытки создания вирусной вакцины;First Attempts at Creating a Viral Vaccine;01.01.1796;событие;event
Открытие первого в мире биологического резервуара;Discovery of the First Biological Reservoir;01.01.1852;событие;event
Создание первой модели электромобиля;Creation of the First Electric Car Model;01.01.1828;событие;event
Изобретение первого компьютера;Invention of the First Computer;01.01.1946;событие;event
Создание первой модели оптического телескопа;Invention of the First Optical Telescope;01.01.1608;событие;event
Первые эксперименты по радиотелефонии;First Experiments in Radiotelephony;01.01.1899;событие;event
Разработка первой модели медицинского рентгена;Development of the First Medical X-ray Model;01.01.1895;событие;event
Открытие первого в мире научного журнала;Publication of the First Scientific Journal;01.01.1665;событие;event
Создание первой модели акустического устройства;Invention of the First Acoustic Device;01.01.1877;событие;event
Публикация первого в мире научного труда о молекулярной биологии;Publication of the First Scientific Work on Molecular Biology;01.01.1965;событие;event
Первые успехи в области квантовой механики;First Successes in Quantum Mechanics;01.01.1925;событие;event
Первые эксперименты по созданию сверхпроводников;First Experiments in Superconductors;01.01.1911;событие;event
Открытие первого в мире научного института;Establishment of the First Scientific Institute;01.01.1773;событие;event
Создание первой модели лазера;Invention of the First Laser Model;01.01.1960;событие;event
Первые попытки создания программируемых машин;First Attempts at Creating Programmable Machines;01.01.1945;событие;event
Открытие первого в мире медицинского центра;Establishment of the First Medical Center;01.01.1891;событие;event
Создание первой модели рентгеновской трубы;Invention of the First X-ray Tube Model;01.01.1895;событие;event
Первые успехи в области биохимии;First Successes in Biochemistry;01.01.1930;событие;event
Создание первой модели воздушного шара;Invention of the First Hot Air Balloon;01.01.1783;событие;event
Первое успешное использование плутония в медицине;First Successful Use of Plutonium in Medicine;01.01.1944;событие;event
Разработка первой модели электромагнитной катушки;Development of the First Electromagnetic Coil Model;01.01.1820;событие;event
Публикация первого научного труда по радиоактивности;Publication of the First Scientific Work on Radioactivity;01.01.1898;событие;event
Создание первой модели цифрового компьютера;Invention of the First Digital Computer;01.01.1946;событие;event
Первая успешная операция по замене суставов;First Successful Joint Replacement Surgery;01.01.1960;событие;event
Изобретение первого транзистора;Invention of the First Transistor;01.01.1947;событие;event
Разработка первой модели микроскопа;Development of the First Microscope Model;01.01.1590;событие;event
Открытие первого в мире научного центра по космическим исследованиям;Establishment of the First Space Research Center;01.01.1958;событие;event
Создание первой модели фотоаппарата;Invention of the First Camera Model;01.01.1839;событие;event
Первая успешная операция по пересадке печени;First Successful Liver Transplant Surgery;01.01.1963;событие;event
Разработка первой модели полимерного материала;Development of the First Polymer Material Model;01.01.1907;событие;event
Изобретение первой модели рентгеновского аппарата;Invention of the First X-ray Apparatus Model;01.01.1896;событие;event
Публикация первого научного труда о генетических мутациях;Publication of the First Scientific Work on Genetic Mutations;01.01.1935;событие;event
Создание первой модели ядерного реактора;Invention of the First Nuclear Reactor Model;01.01.1942;событие;event
Первая успешная операция по замене сердца;First Successful Heart Transplant Surgery;01.01.1967;событие;event
Изобретение первого микрофона;Invention of the First Microphone;01.01.1877;событие;event
Создание первой модели самолетного двигателя;Invention of the First Aircraft Engine Model;01.01.1903;событие;event
Открытие первого в мире медицинского института;Establishment of the First Medical Institute;01.01.1785;событие;event
Первая успешная операция по трансплантации почки;First Successful Kidney Transplant Surgery;01.01.1954;событие;event
Создание первой модели батареи;Invention of the First Battery Model;01.01.1800;событие;event
Разработка первой модели калькулятора;Development of the First Calculator Model;01.01.1822;событие;event
Открытие первого в мире научного центра по биологии;Establishment of the First Biological Research Center;01.01.1928;событие;event
Публикация первого научного труда по химии;Publication of the First Scientific Work on Chemistry;01.01.1803;событие;event
Создание первой модели электрического двигателя;Invention of the First Electric Motor Model;01.01.1820;событие;event
Разработка первой модели медицинского оборудования;Development of the First Medical Equipment Model;01.01.1870;событие;event
Первое использование термоядерной энергии;First Use of Thermonuclear Energy;01.01.1952;событие;event
Изобретение первой модели электромагнитного двигателя;Invention of the First Electromagnetic Engine;01.01.1824;событие;event
Создание первой модели механической вычислительной машины;Invention of the First Mechanical Computing Machine;01.01.1837;событие;event
Открытие первого в мире медицинского лабораторного центра;Establishment of the First Medical Laboratory Center;01.01.1923;событие;event
Первая успешная операция по замене глаза;First Successful Eye Transplant Surgery;01.01.1965;событие;event
Разработка первой модели оптического волокна;Development of the First Optical Fiber Model;01.01.1970;событие;event
Изобретение первого цифрового калькулятора;Invention of the First Digital Calculator;01.01.1960;событие;event
Создание первой модели хирургического лазера;Invention of the First Surgical Laser Model;01.01.1965;событие;event
Публикация первого научного труда по астрофизике;Publication of the First Scientific Work on Astrophysics;01.01.1930;событие;event
Первая успешная операция по трансплантации сердца;First Successful Heart Transplant Surgery;01.01.1967;событие;event
Изобретение первой модели ядерного реактора;Invention of the First Nuclear Reactor Model;01.01.1942;событие;event
Создание первой модели медицинского прибора;Invention of the First Medical Device Model;01.01.1875;событие;event
Открытие первого в мире научного центра по экологии;Establishment of the First Environmental Research Center;01.01.1962;событие;event
Публикация первого научного труда по космическим исследованиям;Publication of the First Scientific Work on Space Research;01.01.1955;событие;event
Создание первой модели вакцинного препарата;Invention of the First Vaccine Preparation;01.01.1796;событие;event
Первая успешная операция по замене сосудов;First Successful Vessel Replacement Surgery;01.01.1960;событие;event
Разработка первой модели лазерного сканера;Development of the First Laser Scanner Model;01.01.1975;событие;event
Изобретение первой модели медицинского мониторинга;Invention of the First Medical Monitoring Model;01.01.1950;событие;event
Создание первой модели автоматизированного оборудования;Invention of the First Automated Equipment Model;01.01.1940;событие;event
Публикация первого научного труда по микробиологии;Publication of the First Scientific Work on Microbiology;01.01.1907;событие;event
Изобретение первой модели цифрового фотоаппарата;Invention of the First Digital Camera Model;01.01.1975;событие;event
Разработка первой модели медицинского сканера;Development of the First Medical Scanner Model;01.01.1967;событие;event
Создание первой модели атомного реактора;Invention of the First Atomic Reactor Model;01.01.1942;событие;event
Публикация первого научного труда по радиационной физике;Publication of the First Scientific Work on Radiation Physics;01.01.1910;событие;event
Первая успешная операция по замене легкого;First Successful Lung Replacement Surgery;01.01.1965;событие;event
Создание первой модели медицинского радиометра;Invention of the First Medical Radiometer Model;01.01.1911;событие;event
Разработка первой модели биологических пробирок;Development of the First Biological Test Tube Model;01.01.1900;событие;event
Публикация первого научного труда по медицинской статистике;Publication of the First Scientific Work on Medical Statistics;01.01.1920;событие;event
Создание первой модели медицинского ультразвукового сканера;Invention of the First Medical Ultrasound Scanner Model;01.01.1950;событие;event
Изобретение первой модели механической вычислительной машины;Invention of the First Mechanical Computing Machine;01.01.1837;событие;event
Разработка первой модели медицинского монитора;Development of the First Medical Monitor Model;01.01.1960;событие;event
Создание первой модели радиовещательного оборудования;Invention of the First Radio Broadcasting Equipment Model;01.01.1920;событие;event
Публикация первого научного труда по биохимии;Publication of the First Scientific Work on Biochemistry;01.01.1930;событие;event
Создание первой модели медицинского оборудования;Invention of the First Medical Equipment Model;01.01.1870;событие;event
Изобретение первой модели медицинского аппарата;Invention of the First Medical Apparatus Model;01.01.1925;событие;event
Разработка первой модели медицинского теста;Development of the First Medical Test Model;01.01.1940;событие;event
Публикация первого научного труда по кардиологии;Publication of the First Scientific Work on Cardiology;01.01.1935;событие;event
Первая успешная операция по трансплантации печени;First Successful Liver Transplant Surgery;01.01.1967;событие;event
Создание первой модели медицинского лазера;Invention of the First Medical Laser Model;01.01.1965;событие;event
Изобретение первой модели автоматического устройства;Invention of the First Automatic Device Model;01.01.1905;событие;event
Разработка первой модели медицинского аппарата для рентгенографии;Development of the First X-ray Medical Device Model;01.01.1910;событие;event
Публикация первого научного труда по фармакологии;Publication of the First Scientific Work on Pharmacology;01.01.1950;событие;event
Первая успешная операция по пересадке легкого;First Successful Lung Transplant Surgery;01.01.1963;событие;event
Создание первой модели медицинского сканера;Invention of the First Medical Scanner Model;01.01.1970;событие;event
Изобретение первой модели электрической лампы;Invention of the First Electric Lamp Model;01.01.1879;событие;event
Разработка первой модели рентгеновского аппарата;Development of the First X-ray Machine Model;01.01.1895;событие;event
Публикация первого научного труда по молекулярной биологии;Publication of the First Scientific Work on Molecular Biology;01.01.1965;событие;event
Создание первой модели медицинского монитора;Invention of the First Medical Monitor Model;01.01.1960;событие;event
Изобретение первой модели цифрового компьютера;Invention of the First Digital Computer Model;01.01.1946;событие;event
Разработка первой модели медицинского оборудования;Development of the First Medical Equipment Model;01.01.1875;событие;event
Изобретение первой модели медицинского лазера;Invention of the First Medical Laser Model;01.01.1965;событие;event
Разработка первой модели радиовещательного оборудования;Development of the First Radio Broadcasting Equipment Model;01.01.1920;событие;event
Создание первой модели медицинского аппарата;Invention of the First Medical Apparatus Model;01.01.1925;событие;event
Изобретение первой модели медицинского теста;Invention of the First Medical Test Model;01.01.1940;событие;event
Смерть Генриха VIII;Death of Henry VIII;28.01.1547;событие;event
Заключение Аугсбургского мира;Treaty of Augsburg;25.09.1555;событие;event
Открытие Новой Франции;Discovery of New France;08.07.1608;событие;event
Гроза на Барбадосе;Barbados Hurricane;11.09.1654;событие;event
Начало Великой французской революции;Beginning of the French Revolution;05.05.1789;событие;event
Подписание Рейхстагского договора;Treaty of the Reichstag;12.07.1866;событие;event
Смерть Адама Смита;Death of Adam Smith;17.07.1790;событие;event
Выход первого парового корабля на реку;Launch of the First Steamboat on the River;18.01.1809;событие;event
Начало Промышленной революции в США;Start of the Industrial Revolution in the US;01.01.1820;событие;event
"Публикация ""Происхождения видов""";" Publication of ""On the Origin of Species""";24.11.1859;событие;event
Победа над Наполеоном при Ватерлоо;Victory over Napoleon at Waterloo;18.06.1815;событие;event
Бостонское чаепитие;Boston Tea Party;16.12.1773;событие;event
Открытие Австралии Джеймсом Куком;Discovery of Australia by James Cook;20.04.1770;событие;event
Открытие Пассажира на Пассажирских суднах;Opening of the Passenger Ships;01.07.1815;событие;event
"Публикация ""Капитала"" Карла Маркса";" Publication of ""Das Kapital"" by Karl Marx";14.09.1867;событие;event
Первое полетание братьев Райт;First Flight by the Wright Brothers;17.12.1903;событие;event
Основание ООН;Founding of the United Nations;24.10.1945;событие;event
Подписание Мирного договора в Версале;Signing of the Treaty of Versailles;28.06.1919;событие;event
Появление первого железнодорожного пути в Британии;Opening of the First Railway Line in Britain;27.09.1825;событие;event
"Запуск первого спутника ""Спутник""";" Launch of the First Satellite ""Sputnik""";04.10.1957;событие;event
Обнаружение Гольдфингера;Discovery of Goldfinger;30.03.1924;событие;event
Создание первого учебного заведения в Америке;Founding of the First American College;28.09.1636;событие;event
Первое публичное выступление Ганди;Gandhi's First Public Speech;01.10.1915;событие;event
Смерть Франклина Д. Рузвельта;Death of Franklin D. Roosevelt;12.04.1945;событие;event
Объявление независимости США;Declaration of Independence of the USA;04.07.1776;событие;event
Основание Российской империи;Founding of the Russian Empire;22.10.1721;событие;event
Победа при Сальвини;Victory at Salerno;09.09.1943;событие;event
Первая успешная операция по замене легкого;First Successful Lung Transplant Surgery;01.06.1963;событие;event
Основание Лондонского королевского общества;Founding of the Royal Society of London;28.11.1660;событие;event
"Публикация ""Путешествий Гулливера""";" Publication of ""Gulliver's Travels""";28.10.1726;событие;event
Открытие в Америке золота;Discovery of Gold in America;24.01.1848;событие;event
Публикация первой работы по химии;Publication of the First Chemistry Work;03.12.1803;событие;event
Первый опыт по стерилизации;First Sterilization Experiment;01.02.1864;событие;event
Создание первой модели полупроводникового прибора;Invention of the First Semiconductor Device Model;01.01.1940;событие;event
Выход первого научного журнала;Publication of the First Scientific Journal;01.07.1665;событие;event
Разработка первой модели медицинского сканера;Development of the First Medical Scanner Model;01.01.1970;событие;event
Изобретение первого электрического стула;Invention of the First Electric Chair;06.08.1890;событие;event
"Публикация ""Происхождения видов"" Дарвина";" Publication of Darwin's ""On the Origin of Species""";24.11.1859;событие;event
Создание первой модели обогревателя;Invention of the First Heater Model;01.01.1805;событие;event
Открытие полярного маршрута;Discovery of the Polar Route;23.07.1909;событие;event
Основание Национального географического общества;Founding of the National Geographic Society;27.01.1888;событие;event
Начало Крымской войны;Start of the Crimean War;28.03.1853;событие;event
Разработка первой модели термоядерного реактора;Development of the First Thermonuclear Reactor Model;01.01.1954;событие;event
"Публикация работы ""Исследования в области медицины""";" Publication of ""Medical Research Studies""";01.01.1800;событие;event
Создание первой модели оптического волокна;Invention of the First Optical Fiber Model;01.01.1970;событие;event
Изобретение первого медицинского сканера;Invention of the First Medical Scanner;01.01.1960;событие;event
"Публикация ""Теории относительности"" Эйнштейна";" Publication of Einstein's ""Theory of Relativity""";30.11.1905;событие;event
Основание Третьей Республики Франции;Founding of the Third French Republic;04.09.1870;событие;event
Публикация первой работы по астрофизике;Publication of the First Astrophysics Work;01.01.1920;событие;event
Открытие первого водородного реактора;Discovery of the First Hydrogen Reactor;01.01.1956;событие;event
Смерть Джеймса Кука;Death of James Cook;14.02.1779;событие;event
"Публикация ""Манифеста Коммунистической партии""";" Publication of the ""Communist Manifesto""";21.02.1848;событие;event
Построение первого современного моста;Construction of the First Modern Bridge;01.01.1770;событие;event
"Публикация ""Опыта"" Монтеня";" Publication of Montaigne's ""Essays""";01.01.1580;событие;event
Разработка первого электронного компьютера;Development of the First Electronic Computer;01.01.1946;событие;event
Основание Конгресса США;Founding of the US Congress;04.03.1789;событие;event
"Публикация ""Славного Дня"" Котса";" Publication of ""The Glorious Day"" by Cox";01.01.1856;событие;event
"Публикация ""Теории эволюции"" Дарвина";" Publication of Darwin's ""Theory of Evolution""";24.11.1859;событие;event
Разработка первой модели трансплантата;Development of the First Transplant Model;01.01.1954;событие;event
Смерть Эдварда Виса;Death of Edward Wise;23.03.1874;событие;event
Публикация первой работы по молекулярной биологии;Publication of the First Molecular Biology Work;01.01.1965;событие;event
Открытие первого электрического генератора;Discovery of the First Electric Generator;01.01.1831;событие;event
Создание первого массового автомобиля;Invention of the First Mass-Produced Car;01.01.1908;событие;event
Начало Крымской войны;Beginning of the Crimean War;28.03.1853;событие;event
Публикация работы по современному искусству;Publication of the Modern Art Work;01.01.1900;событие;event
